dataset,dimension,relation,paper_orf_id,paper_chrom,paper_strand,paper_blocks,paper_start_codon,paper_stop_codon,paper_span_start,paper_span_end,paper_aa_len,pred_orf_id,pred_blocks,pred_start_codon,pred_stop_codon,pred_span_start,pred_span_end,pred_aa_len,delta_start_nt,delta_stop_nt,scope_class
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000022787.10_Wdr53_chr16:32247333-32247441:+_35,chr16,+,32247333-32247441,32247333,32247441,32247333,32247441,35,P1_16:32247334_32247441:+:1:108,32247334-32247441,32247334,32247441,32247334,32247441,35,1,0,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000022787.10_Wdr53_chr16:32247333-32247441:+_35,chr16,+,32247333-32247441,32247333,32247441,32247333,32247441,35,P1_16:32247334_32247441:+:1:108,32247334-32247441,32247334,32247441,32247334,32247441,35,1,0,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000075229.11_Ccdc58_chr16:36071686-36071737:+_16,chr16,+,36071686-36071737,36071686,36071737,36071686,36071737,16,P1_16:36071687_36071737:+:1:51,36071687-36071737,36071687,36071737,36071687,36071737,16,1,0,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000075229.11_Ccdc58_chr16:36071686-36071737:+_16,chr16,+,36071686-36071737,36071686,36071737,36071686,36071737,16,P1_16:36071687_36071737:+:1:51,36071687-36071737,36071687,36071737,36071687,36071737,16,1,0,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000022754.6_Tmem45a_chr16:56886060-56886144:-_27,chr16,-,56886060-56886144,56886144,56886060,56886060,56886144,27,P1_16:56886061_56886144:-:1:84,56886061-56886144,56886144,56886061,56886061,56886144,27,0,1,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000022754.6_Tmem45a_chr16:56886060-56886144:-_27,chr16,-,56886060-56886144,56886144,56886060,56886060,56886144,27,P1_16:56886061_56886144:-:1:84,56886061-56886144,56886144,56886061,56886061,56886144,27,0,1,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000047854.5_Stx19_chr16:62814878-62821941:+_67,chr16,+,"62814878-62814950,62821809-62821941",62814878,62821941,62814878,62821941,67,P1_16:62814879_62821941:+:2:204,"62814879-62814950,62821810-62821941",62814879,62821941,62814879,62821941,67,1,0,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000047854.5_Stx19_chr16:62814878-62821941:+_67,chr16,+,"62814878-62814950,62821809-62821941",62814878,62821941,62814878,62821941,67,P1_16:62814879_62821941:+:2:204,"62814879-62814950,62821810-62821941",62814879,62821941,62814879,62821941,67,1,0,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000022883.11_Robo1_chr16:72664051-72664111:+_19,chr16,+,72664051-72664111,72664051,72664111,72664051,72664111,19,P1_16:72664052_72664111:+:1:60,72664052-72664111,72664052,72664111,72664052,72664111,19,1,0,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000022883.11_Robo1_chr16:72664051-72664111:+_19,chr16,+,72664051-72664111,72664051,72664111,72664051,72664111,19,P1_16:72664052_72664111:+:1:60,72664052-72664111,72664052,72664111,72664052,72664111,19,1,0,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000116673.1_RP23-49H16.3_chr16:98069331-98082415:-_29,chr16,-,"98069331-98069351,98082345-98082415",98082415,98069331,98069331,98082415,29,P1_16:98069332_98082415:-:2:90,"98069332-98069351,98082346-98082415",98082415,98069332,98069332,98082415,29,0,1,uORF
unification+gencode:uORF,coordinate,pred_contains_paper,ENSMUSG00000116673.1_RP23-49H16.3_chr16:98069331-98082415:-_29,chr16,-,"98069331-98069351,98082345-98082415",98082415,98069331,98069331,98082415,29,P1_16:98068126_98082415:-:2:75,"98068126-98068130,98082346-98082415",98082415,98068126,98068126,98082415,24,0,1205,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000116673.1_RP23-49H16.3_chr16:98069331-98082415:-_29,chr16,-,"98069331-98069351,98082345-98082415",98082415,98069331,98069331,98082415,29,P1_16:98069332_98082415:-:2:90,"98069332-98069351,98082346-98082415",98082415,98069332,98069332,98082415,29,0,1,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000023885.9_Thbs2_chr17:14694028-14694157:-_42,chr17,-,14694028-14694157,14694157,14694028,14694028,14694157,42,P1_17:14694029_14694157:-:1:129,14694029-14694157,14694157,14694029,14694029,14694157,42,0,1,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000023885.9_Thbs2_chr17:14694028-14694157:-_42,chr17,-,14694028-14694157,14694157,14694028,14694028,14694157,42,P1_17:14694029_14694157:-:1:129,14694029-14694157,14694157,14694029,14694029,14694157,42,0,1,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000041134.15_Cyyr1_chr16:85550206-85550260:-_17,chr16,-,85550206-85550260,85550260,85550206,85550206,85550260,17,P1_16:85550207_85550260:-:1:54,85550207-85550260,85550260,85550207,85550207,85550260,17,0,1,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000041134.15_Cyyr1_chr16:85550206-85550260:-_17,chr16,-,85550206-85550260,85550260,85550206,85550206,85550260,17,P1_16:85550207_85550260:-:1:54,85550207-85550260,85550260,85550207,85550207,85550260,17,0,1,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000024218.12_Taf11_chr17:27908087-27908165:-_25,chr17,-,27908087-27908165,27908165,27908087,27908087,27908165,25,P1_17:27908088_27908165:-:1:78,27908088-27908165,27908165,27908088,27908088,27908165,25,0,1,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000024218.12_Taf11_chr17:27908087-27908165:-_25,chr17,-,27908087-27908165,27908165,27908087,27908087,27908165,25,P1_17:27908088_27908165:-:1:78,27908088-27908165,27908165,27908088,27908088,27908165,25,0,1,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000025616.14_Usp16_chr16:87455083-87458672:+_16,chr16,+,"87455083-87455102,87458640-87458672",87455083,87458672,87455083,87458672,16,P1_16:87455084_87458672:+:2:51,"87455084-87455102,87458641-87458672",87455084,87458672,87455084,87458672,16,1,0,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000025616.14_Usp16_chr16:87455083-87458672:+_16,chr16,+,"87455083-87455102,87458640-87458672",87455083,87458672,87455083,87458672,16,P1_16:87455084_87458672:+:2:51,"87455084-87455102,87458641-87458672",87455084,87458672,87455084,87458672,16,1,0,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000036036.15_Zfp57_chr17:37003198-37004847:+_55,chr17,+,"37003198-37003315,37004796-37004847",37003198,37004847,37003198,37004847,55,P1_17:37003199_37004847:+:2:168,"37003199-37003315,37004797-37004847",37003199,37004847,37003199,37004847,55,1,0,uORF
unification+gencode:uORF,coordinate,pred_contains_paper,ENSMUSG00000036036.15_Zfp57_chr17:37003198-37004847:+_55,chr17,+,"37003198-37003315,37004796-37004847",37003198,37004847,37003198,37004847,55,P1_17:37002557_37004896:+:3:174,"37002557-37002600,37003286-37003315,37004797-37004896",37002557,37004896,37002557,37004896,57,641,49,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000036036.15_Zfp57_chr17:37003198-37004847:+_55,chr17,+,"37003198-37003315,37004796-37004847",37003198,37004847,37003198,37004847,55,P1_17:37003199_37004847:+:2:168,"37003199-37003315,37004797-37004847",37003199,37004847,37003199,37004847,55,1,0,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000000708.14_Kat2b_chr17:53567114-53567174:+_19,chr17,+,53567114-53567174,53567114,53567174,53567114,53567174,19,P1_17:53567115_53567174:+:1:60,53567115-53567174,53567115,53567174,53567115,53567174,19,1,0,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000000708.14_Kat2b_chr17:53567114-53567174:+_19,chr17,+,53567114-53567174,53567114,53567174,53567114,53567174,19,P1_17:53567115_53567174:+:1:60,53567115-53567174,53567115,53567174,53567115,53567174,19,1,0,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000024068.7_Spast_chr17:74339008-74339170:+_53,chr17,+,74339008-74339170,74339008,74339170,74339008,74339170,53,P1_17:74339009_74339170:+:1:162,74339009-74339170,74339009,74339170,74339009,74339170,53,1,0,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000024068.7_Spast_chr17:74339008-74339170:+_53,chr17,+,74339008-74339170,74339008,74339170,74339008,74339170,53,P1_17:74339009_74339170:+:1:162,74339009-74339170,74339009,74339170,74339009,74339170,53,1,0,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000024052.17_Lpin2_chr17:71183609-71183723:+_37,chr17,+,71183609-71183723,71183609,71183723,71183609,71183723,37,P1_17:71183610_71183723:+:1:114,71183610-71183723,71183610,71183723,71183610,71183723,37,1,0,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000024052.17_Lpin2_chr17:71183609-71183723:+_37,chr17,+,71183609-71183723,71183609,71183723,71183609,71183723,37,P1_17:71183610_71183723:+:1:114,71183610-71183723,71183610,71183723,71183610,71183723,37,1,0,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000033628.15_Pik3c3_chr18:30272769-30272991:+_73,chr18,+,30272769-30272991,30272769,30272991,30272769,30272991,73,P1_18:30272770_30272991:+:1:222,30272770-30272991,30272770,30272991,30272770,30272991,73,1,0,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000033628.15_Pik3c3_chr18:30272769-30272991:+_73,chr18,+,30272769-30272991,30272769,30272991,30272769,30272991,73,P1_18:30272770_30272991:+:1:222,30272770-30272991,30272770,30272991,30272770,30272991,73,1,0,uORF
unification+gencode:uORF,coordinate,pred_contains_paper,ENSMUSG00000033628.15_Pik3c3_chr18:30272877-30272991:+_37,chr18,+,30272877-30272991,30272877,30272991,30272877,30272991,37,P1_18:30272770_30272991:+:1:222,30272770-30272991,30272770,30272991,30272770,30272991,73,107,0,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000041915.8_Ammecr1l_chr18:31760120-31761855:+_49,chr18,+,"31760120-31760194,31761779-31761855",31760120,31761855,31760120,31761855,49,P1_18:31760121_31761855:+:2:150,"31760121-31760194,31761780-31761855",31760121,31761855,31760121,31761855,49,1,0,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000041915.8_Ammecr1l_chr18:31760120-31761855:+_49,chr18,+,"31760120-31760194,31761779-31761855",31760120,31761855,31760120,31761855,49,P1_18:31760121_31761855:+:2:150,"31760121-31760194,31761780-31761855",31760121,31761855,31760121,31761855,49,1,0,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000033272.12_Slc35a4_chr18:36681750-36681924:+_21,chr18,+,"36681750-36681765,36681873-36681924",36681750,36681924,36681750,36681924,21,P1_18:36681751_36681924:+:2:66,"36681751-36681765,36681874-36681924",36681751,36681924,36681751,36681924,21,1,0,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000033272.12_Slc35a4_chr18:36681750-36681924:+_21,chr18,+,"36681750-36681765,36681873-36681924",36681750,36681924,36681750,36681924,21,P1_18:36681751_36681924:+:1:174,36681751-36681924,36681751,36681924,36681751,36681924,57,1,0,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000024818.14_Slc25a45_chr19:5878045-5879890:+_58,chr19,+,"5878045-5878095,5878606-5878691,5879848-5879890",5878045,5879890,5878045,5879890,58,P1_19:5878046_5879890:+:3:177,"5878046-5878095,5878607-5878691,5879849-5879890",5878046,5879890,5878046,5879890,58,1,0,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000024818.14_Slc25a45_chr19:5878045-5879890:+_58,chr19,+,"5878045-5878095,5878606-5878691,5879848-5879890",5878045,5879890,5878045,5879890,58,P1_19:5878046_5879890:+:3:177,"5878046-5878095,5878607-5878691,5879849-5879890",5878046,5879890,5878046,5879890,58,1,0,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000024958.12_Gpr137_chr19:6942171-6942252:-_26,chr19,-,6942171-6942252,6942252,6942171,6942171,6942252,26,P1_19:6942172_6942252:-:1:81,6942172-6942252,6942252,6942172,6942172,6942252,26,0,1,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000024958.12_Gpr137_chr19:6942171-6942252:-_26,chr19,-,6942171-6942252,6942252,6942171,6942171,6942252,26,P1_19:6942172_6942252:-:1:81,6942172-6942252,6942252,6942172,6942172,6942252,26,0,1,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000056612.6_Ppp1r14b_chr19:6975081-6975156:+_24,chr19,+,6975081-6975156,6975081,6975156,6975081,6975156,24,P1_19:6975082_6975156:+:1:75,6975082-6975156,6975082,6975156,6975082,6975156,24,1,0,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000056612.6_Ppp1r14b_chr19:6975081-6975156:+_24,chr19,+,6975081-6975156,6975081,6975156,6975081,6975156,24,P1_19:6975082_6975156:+:1:75,6975082-6975156,6975082,6975156,6975082,6975156,24,1,0,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000039982.7_Dtx4_chr19:12501691-12501796:-_34,chr19,-,12501691-12501796,12501796,12501691,12501691,12501796,34,P1_19:12501692_12501796:-:1:105,12501692-12501796,12501796,12501692,12501692,12501796,34,0,1,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000039982.7_Dtx4_chr19:12501691-12501796:-_34,chr19,-,12501691-12501796,12501796,12501691,12501691,12501796,34,P1_19:12501692_12501796:-:1:105,12501692-12501796,12501796,12501692,12501692,12501796,34,0,1,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000039982.7_Dtx4_chr19:12501875-12501947:-_23,chr19,-,12501875-12501947,12501947,12501875,12501875,12501947,23,P1_19:12501876_12501947:-:1:72,12501876-12501947,12501947,12501876,12501876,12501947,23,0,1,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000039982.7_Dtx4_chr19:12501875-12501947:-_23,chr19,-,12501875-12501947,12501947,12501875,12501875,12501947,23,P1_19:12501876_12501947:-:1:72,12501876-12501947,12501947,12501876,12501876,12501947,23,0,1,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000071644.10_Eef1g_chr19:8967080-8968235:+_54,chr19,+,"8967080-8967225,8968215-8968235",8967080,8968235,8967080,8968235,54,P1_19:8967081_8968235:+:2:165,"8967081-8967225,8968216-8968235",8967081,8968235,8967081,8968235,54,1,0,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000071644.10_Eef1g_chr19:8967080-8968235:+_54,chr19,+,"8967080-8967225,8968215-8968235",8967080,8968235,8967080,8968235,54,P1_19:8967081_8968235:+:2:165,"8967081-8967225,8968216-8968235",8967081,8968235,8967081,8968235,54,1,0,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000024642.16_Tle4_chr19:14597454-14597559:-_34,chr19,-,14597454-14597559,14597559,14597454,14597454,14597559,34,P1_19:14597455_14597559:-:1:105,14597455-14597559,14597559,14597455,14597455,14597559,34,0,1,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000024642.16_Tle4_chr19:14597454-14597559:-_34,chr19,-,14597454-14597559,14597559,14597454,14597454,14597559,34,P1_19:14597455_14597559:-:1:105,14597455-14597559,14597559,14597455,14597455,14597559,34,0,1,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000024639.5_Gnaq_chr19:16132992-16133193:+_66,chr19,+,16132992-16133193,16132992,16133193,16132992,16133193,66,P1_19:16132993_16133193:+:1:201,16132993-16133193,16132993,16133193,16132993,16133193,66,1,0,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000024639.5_Gnaq_chr19:16132992-16133193:+_66,chr19,+,16132992-16133193,16132992,16133193,16132992,16133193,66,P1_19:16132993_16133193:+:1:201,16132993-16133193,16132993,16133193,16132993,16133193,66,1,0,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000033863.1_Klf9_chr19:23141344-23141443:+_32,chr19,+,23141344-23141443,23141344,23141443,23141344,23141443,32,P1_19:23141345_23141443:+:1:99,23141345-23141443,23141345,23141443,23141345,23141443,32,1,0,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000033863.1_Klf9_chr19:23141344-23141443:+_32,chr19,+,23141344-23141443,23141344,23141443,23141344,23141443,32,P1_19:23141345_23141443:+:1:99,23141345-23141443,23141345,23141443,23141345,23141443,32,1,0,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000024697.3_Gna14_chr19:16435827-16435899:+_23,chr19,+,16435827-16435899,16435827,16435899,16435827,16435899,23,P1_19:16435828_16435899:+:1:72,16435828-16435899,16435828,16435899,16435828,16435899,23,1,0,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000024697.3_Gna14_chr19:16435827-16435899:+_23,chr19,+,16435827-16435899,16435827,16435899,16435827,16435899,23,P1_19:16435828_16435899:+:1:72,16435828-16435899,16435828,16435899,16435828,16435899,23,1,0,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000034445.7_Cyb561a3_chr19:10577618-10577696:+_25,chr19,+,10577618-10577696,10577618,10577696,10577618,10577696,25,P1_19:10577619_10577696:+:1:78,10577619-10577696,10577619,10577696,10577619,10577696,25,1,0,uORF
unification+gencode:uORF,coordinate,pred_contains_paper,ENSMUSG00000034445.7_Cyb561a3_chr19:10577618-10577696:+_25,chr19,+,10577618-10577696,10577618,10577696,10577618,10577696,25,P1_19:10577456_10577746:+:1:291,10577456-10577746,10577456,10577746,10577456,10577746,96,162,50,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000034445.7_Cyb561a3_chr19:10577618-10577696:+_25,chr19,+,10577618-10577696,10577618,10577696,10577618,10577696,25,P1_19:10577619_10577696:+:1:78,10577619-10577696,10577619,10577696,10577619,10577696,25,1,0,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000025195.9_Dnmbp_chr19:43874956-43879728:-_59,chr19,-,"43874956-43875020,43879612-43879728",43879728,43874956,43874956,43879728,59,P1_19:43874957_43879728:-:2:180,"43874957-43875020,43879613-43879728",43879728,43874957,43874957,43879728,59,0,1,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000025195.9_Dnmbp_chr19:43874956-43879728:-_59,chr19,-,"43874956-43875020,43879612-43879728",43879728,43874956,43874956,43879728,59,P1_19:43874957_43879728:-:2:180,"43874957-43875020,43879613-43879728",43879728,43874957,43874957,43879728,59,0,1,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000064105.12_Cnnm2_chr19:46761744-46761795:+_16,chr19,+,46761744-46761795,46761744,46761795,46761744,46761795,16,P1_19:46761745_46761795:+:1:51,46761745-46761795,46761745,46761795,46761745,46761795,16,1,0,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000064105.12_Cnnm2_chr19:46761744-46761795:+_16,chr19,+,46761744-46761795,46761744,46761795,46761744,46761795,16,P1_19:46761745_46761795:+:1:51,46761745-46761795,46761745,46761795,46761745,46761795,16,1,0,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000025034.8_Trim8_chr19:46502141-46502318:+_58,chr19,+,46502141-46502318,46502141,46502318,46502141,46502318,58,P1_19:46502142_46502318:+:1:177,46502142-46502318,46502142,46502318,46502142,46502318,58,1,0,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000025034.8_Trim8_chr19:46502141-46502318:+_58,chr19,+,46502141-46502318,46502141,46502318,46502141,46502318,58,P1_19:46502142_46502318:+:1:177,46502142-46502318,46502142,46502318,46502142,46502318,58,1,0,uORF
unification+gencode:uORF,coordinate,pred_contains_paper,ENSMUSG00000074746.2_Pdzd8_chr19:59345646-59345673:-_8,chr19,-,59345646-59345673,59345673,59345646,59345646,59345673,8,P1_19:59345442_59345684:-:1:243,59345442-59345684,59345684,59345442,59345442,59345684,80,11,204,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000031171.11_Ftsj1_chrX:8252330-8252384:-_17,chrX,-,8252330-8252384,8252384,8252330,8252330,8252384,17,P1_X:8252331_8252384:-:1:54,8252331-8252384,8252384,8252331,8252331,8252384,17,0,1,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000031171.11_Ftsj1_chrX:8252330-8252384:-_17,chrX,-,8252330-8252384,8252384,8252330,8252330,8252384,17,P1_X:8252331_8252384:-:1:54,8252331-8252384,8252384,8252331,8252331,8252384,17,0,1,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000035725.13_Prkx_chrX:77795654-77795753:-_32,chrX,-,77795654-77795753,77795753,77795654,77795654,77795753,32,P1_X:77795655_77795753:-:1:99,77795655-77795753,77795753,77795655,77795655,77795753,32,0,1,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000035725.13_Prkx_chrX:77795654-77795753:-_32,chrX,-,77795654-77795753,77795753,77795654,77795654,77795753,32,P1_X:77795655_77795753:-:1:99,77795655-77795753,77795753,77795655,77795655,77795753,32,0,1,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000031216.13_Stard8_chrX:99060781-99063397:+_16,chrX,+,"99060781-99060799,99063364-99063397",99060781,99063397,99060781,99063397,16,P1_X:99060782_99063397:+:2:51,"99060782-99060799,99063365-99063397",99060782,99063397,99060782,99063397,16,1,0,uORF
unification+gencode:uORF,coordinate,pred_contains_paper,ENSMUSG00000031216.13_Stard8_chrX:99060781-99063397:+_16,chrX,+,"99060781-99060799,99063364-99063397",99060781,99063397,99060781,99063397,16,P1_X:99016945_99063397:+:3:111,"99016945-99016950,99060728-99060799,99063365-99063397",99016945,99063397,99016945,99063397,36,43836,0,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000031216.13_Stard8_chrX:99060781-99063397:+_16,chrX,+,"99060781-99060799,99063364-99063397",99060781,99063397,99060781,99063397,16,P1_X:99060782_99063397:+:2:51,"99060782-99060799,99063365-99063397",99060782,99063397,99060782,99063397,16,1,0,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000067567.12_Hdac8_chrX:102505282-102505345:-_20,chrX,-,102505282-102505345,102505345,102505282,102505282,102505345,20,P1_X:102505283_102505345:-:1:63,102505283-102505345,102505345,102505283,102505283,102505345,20,0,1,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000067567.12_Hdac8_chrX:102505282-102505345:-_20,chrX,-,102505282-102505345,102505345,102505282,102505282,102505345,20,P1_X:102505283_102505345:-:1:63,102505283-102505345,102505345,102505283,102505283,102505345,20,0,1,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000047686.9_Zcchc5_chrX:106839837-106840521:-_22,chrX,-,"106839837-106839862,106840477-106840521",106840521,106839837,106839837,106840521,22,P1_X:106839838_106840521:-:2:69,"106839838-106839862,106840478-106840521",106840521,106839838,106839838,106840521,22,0,1,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000047686.9_Zcchc5_chrX:106839837-106840521:-_22,chrX,-,"106839837-106839862,106840477-106840521",106840521,106839837,106839837,106840521,22,P1_X:106839838_106840515:-:2:63,"106839838-106839862,106840478-106840515",106840515,106839838,106839838,106840515,20,6,1,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000049536.5_Tceal1_chrX:136707997-136708787:+_31,chrX,+,"136707997-136708088,136708782-136708787",136707997,136708787,136707997,136708787,31,P1_X:136707998_136708787:+:2:96,"136707998-136708088,136708783-136708787",136707998,136708787,136707998,136708787,31,1,0,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000049536.5_Tceal1_chrX:136707997-136708787:+_31,chrX,+,"136707997-136708088,136708782-136708787",136707997,136708787,136707997,136708787,31,P1_X:136707998_136708787:+:2:96,"136707998-136708088,136708783-136708787",136707998,136708787,136707998,136708787,31,1,0,uORF
unification+gencode:uORF,coordinate,pred_contains_paper,ENSMUSG00000072969.2_Armcx5_chrX:135744941-135745013:+_23,chrX,+,135744941-135745013,135744941,135745013,135744941,135745013,23,P1_X:135743596_135748685:+:3:126,"135743596-135743614,135744499-135744575,135748656-135748685",135743596,135748685,135743596,135748685,41,1345,3672,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000047238.4_Mageh1_chrX:153037415-153037574:-_52,chrX,-,153037415-153037574,153037574,153037415,153037415,153037574,52,P1_X:153037416_153037574:-:1:159,153037416-153037574,153037574,153037416,153037416,153037574,52,0,1,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000047238.4_Mageh1_chrX:153037415-153037574:-_52,chrX,-,153037415-153037574,153037574,153037415,153037415,153037574,52,P1_X:153037416_153037574:-:1:159,153037416-153037574,153037574,153037416,153037416,153037574,52,0,1,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000040586.8_Ofd1_chrX:166440104-166440427:-_56,chrX,-,"166440104-166440127,166440279-166440427",166440427,166440104,166440104,166440427,56,P1_X:166440105_166440427:-:2:171,"166440105-166440127,166440280-166440427",166440427,166440105,166440105,166440427,56,0,1,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000040586.8_Ofd1_chrX:166440104-166440427:-_56,chrX,-,"166440104-166440127,166440279-166440427",166440427,166440104,166440104,166440427,56,P1_X:166440105_166440427:-:2:171,"166440105-166440127,166440280-166440427",166440427,166440105,166440105,166440427,56,0,1,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000025268.15_Maged2_chrX:150812728-150813105:-_13,chrX,-,"150812728-150812737,150813072-150813105",150813105,150812728,150812728,150813105,13,P1_X:150812902_150813021:-:1:120,150812902-150813021,150813021,150812902,150812902,150813021,39,84,174,uORF
unification+gencode:uORF,sequence,pred_contained_by_paper,ENSMUSG00000025902.13_Sox17_chr1:4495849-4495903:-_17,chr1,-,4495849-4495903,4495903,4495849,4495849,4495903,17,P1_1:4495850_4495903:-:1:54,4495850-4495903,4495903,4495850,4495850,4495903,17,0,1,uORF
unification+gencode:uORF,coordinate,pred_contained_by_paper,ENSMUSG00000025902.13_Sox17_chr1:4495849-4495903:-_17,chr1,-,4495849-4495903,4495903,4495849,4495849,4495903,17,P1_1:4495850_4495903:-:1:54,4495850-4495903,4495903,4495850,4495850,4495903,17,0,1,uORF
unification+gencode:uORF,coordinate,pred_contains_paper,ENSMUSG00000033021.16_Gmppa_chr1:75436112-75436139:+_8,chr1,+,75436112-75436139,75436112,75436139,75436112,75436139,8,P1_1:75436026_75436139:+:1:114,75436026-75436139,75436026,75436139,75436026,75436139,37,86,0,uORF
